time,open,high,low,close,tick_volume
2019-12-21,13.4932,13.51,13.26,13.2933,1260784.85
2019-12-22,13.2874,13.8309,13.2689,13.7798,1505338.18
2019-12-23,13.7768,13.9447,13.2,13.2998,1226252.01
2019-12-24,13.2987,13.5916,13.2299,13.3369,1307251.73
2019-12-25,13.334,13.3522,12.85,13.0666,923872.82
2019-12-26,13.0665,13.5466,13.023,13.1414,1061255.7
2019-12-27,13.1349,13.2981,12.8927,13.2888,1109927.01
2019-12-28,13.2888,13.72,13.2569,13.6779,1358908.6
2019-12-29,13.6788,14.2186,13.575,14.104,1608498.67
2019-12-30,14.0984,14.3796,13.78,13.8597,1255190.1
2019-12-31,13.8597,14.0564,13.64,13.7161,970355.9
2020-01-01,13.7159,13.8692,13.65,13.7184,940625.04
2020-01-02,13.7072,13.7302,12.98,13.0105,971190.67
2020-01-03,13.0104,13.75,12.9801,13.6474,1458450.49
2020-01-04,13.6481,13.871,13.5102,13.8092,1231281.06
2020-01-05,13.7978,14.3133,13.791,14.0532,1458003.02
2020-01-06,14.0488,14.9873,14.0168,14.9471,1633712.04
2020-01-07,14.9427,15.187,14.456,15.0226,1458769.7
2020-01-08,15.0212,15.32,14.2,14.5334,1497529.49
2020-01-09,14.5334,14.5823,14.201,14.3978,1075088.98
2020-01-10,14.3806,15.0973,14.11,15.07,1572086.31
2020-01-11,15.0643,15.32,14.7111,14.9177,1397398.3
2020-01-12,14.9137,15.4707,14.8001,15.3366,2042903.51
2020-01-13,15.337,15.3572,14.9295,15.1736,1522093.0
2020-01-14,15.1735,16.91,15.1659,16.6371,2711583.22
2020-01-15,16.6301,18.19,16.27,17.6655,3041574.63
2020-01-16,17.6655,17.6923,16.31,17.0333,1842017.29
2020-01-17,17.04,18.4849,17.04,18.0724,2734829.93
2020-01-18,18.0763,18.3602,17.45,17.8088,1903293.0
2020-01-19,17.7954,18.495,16.6666,17.388,2128210.74
2020-01-20,17.3706,17.5516,16.8043,17.3235,1576499.08
2020-01-21,17.3265,18.2,17.2228,18.1166,1923914.5
2020-01-22,18.1107,18.4,17.55,17.8344,1607749.78
2020-01-23,17.8344,17.8344,16.7441,17.0524,1363632.79
2020-01-24,17.0813,17.4429,16.4288,17.1148,1411501.98
2020-01-25,17.1133,17.1215,16.5685,16.9555,1211416.32
2020-01-26,16.9419,17.499,16.8315,17.499,1619344.75
2020-01-27,17.4919,17.95,17.2198,17.67,1562998.84
2020-01-28,17.67,18.16,17.4466,18.0662,1916526.07
2020-01-29,18.0614,18.4437,17.809,17.9134,1452764.7
2020-01-30,17.9296,18.7027,17.7,18.5555,1787521.22
2020-01-31,18.5557,18.88,17.8,18.2644,1647399.08
2020-02-01,18.2644,18.5956,18.03,18.2752,1511588.86
2020-02-02,18.2753,18.7714,17.8277,18.4333,1558716.52
2020-02-03,18.4333,18.8763,18.1959,18.46,1314693.12
2020-02-04,18.461,18.6158,17.87,18.1778,1215609.2
2020-02-05,18.1778,19.4583,18.1635,19.262,2068915.04
2020-02-06,19.2686,20.84,19.03,20.6675,2794537.34
2020-02-07,20.6665,22.5221,20.5199,22.0555,3187751.23
