time,open,high,low,close,tick_volume,spread,real_volume
2018-12-31 17:00:00,0.70455,0.7047,0.70401,0.70417,1700,12,0
2018-12-31 18:00:00,0.70419,0.70463,0.70394,0.70426,703,5,0
2018-12-31 19:00:00,0.70427,0.7047,0.70414,0.70449,558,12,0
2018-12-31 20:00:00,0.70449,0.70467,0.70423,0.70436,439,12,0
2018-12-31 21:00:00,0.70436,0.70549,0.70416,0.70446,737,13,0
2019-01-02 00:00:00,0.70473,0.70473,0.70364,0.70397,993,16,0
2019-01-02 01:00:00,0.70398,0.70428,0.702,0.70244,1162,14,0
2019-01-02 02:00:00,0.70244,0.70244,0.7001,0.70145,1448,15,0
2019-01-02 03:00:00,0.70143,0.70143,0.70072,0.701,800,15,0
2019-01-02 04:00:00,0.701,0.70198,0.7003,0.70184,864,15,0
2019-01-02 05:00:00,0.70183,0.70292,0.7017,0.70253,993,14,0
2019-01-02 06:00:00,0.70254,0.7044,0.70247,0.70366,1934,10,0
2019-01-02 07:00:00,0.70365,0.704,0.70278,0.70319,2621,12,0
2019-01-02 08:00:00,0.70316,0.70366,0.70089,0.70174,2664,16,0
2019-01-02 09:00:00,0.70174,0.70211,0.70113,0.70146,2114,12,0
2019-01-02 10:00:00,0.70147,0.70166,0.70075,0.70079,2103,12,0
2019-01-02 11:00:00,0.70078,0.70121,0.7007,0.70076,1960,11,0
2019-01-02 12:00:00,0.70075,0.70116,0.70022,0.70035,1936,12,0
2019-01-02 13:00:00,0.70035,0.70036,0.69812,0.69856,2216,12,0
2019-01-02 14:00:00,0.69855,0.69945,0.69824,0.69911,2342,12,0
2019-01-02 15:00:00,0.69912,0.70013,0.69864,0.69978,2581,12,0
2019-01-02 16:00:00,0.69978,0.70099,0.69965,0.69979,2244,12,0
2019-01-02 17:00:00,0.69979,0.70023,0.69938,0.69977,1976,13,0
2019-01-02 18:00:00,0.69978,0.69982,0.699,0.69921,1918,11,0
2019-01-02 19:00:00,0.69922,0.69983,0.6988,0.69971,1764,9,0
2019-01-02 20:00:00,0.69971,0.69994,0.69941,0.69992,1710,9,0
2019-01-02 21:00:00,0.69992,0.69995,0.69812,0.69852,1052,5,0
2019-01-02 22:00:00,0.69848,0.69849,0.6826,0.68693,1682,15,0
2019-01-02 23:00:00,0.68715,0.69185,0.68465,0.69149,2356,33,0
2019-01-03 00:00:00,0.69155,0.6937,0.69155,0.69285,1684,12,0
2019-01-03 01:00:00,0.69286,0.69386,0.6917,0.69356,2354,14,0
2019-01-03 02:00:00,0.69356,0.69411,0.69279,0.69391,2161,14,0
2019-01-03 03:00:00,0.6939,0.69442,0.69306,0.69328,1655,14,0
2019-01-03 04:00:00,0.69327,0.6947,0.69315,0.69417,1325,13,0
2019-01-03 05:00:00,0.69416,0.69457,0.69292,0.6942,1866,9,0
2019-01-03 06:00:00,0.69419,0.69436,0.69329,0.69421,1830,9,0
2019-01-03 07:00:00,0.69421,0.69648,0.69392,0.6961,2811,12,0
2019-01-03 08:00:00,0.69608,0.69729,0.69567,0.69653,2767,16,0
2019-01-03 09:00:00,0.69653,0.69712,0.69604,0.69619,2376,12,0
2019-01-03 10:00:00,0.6962,0.69687,0.69551,0.6967,2335,12,0
2019-01-03 11:00:00,0.6967,0.697,0.69503,0.69536,1689,12,0
2019-01-03 12:00:00,0.69535,0.69685,0.69531,0.69646,1480,12,0
2019-01-03 13:00:00,0.69645,0.69873,0.69617,0.69866,2271,11,0
2019-01-03 14:00:00,0.69866,0.69906,0.69812,0.69856,2289,12,0
2019-01-03 15:00:00,0.69856,0.69975,0.69805,0.69955,3247,13,0
2019-01-03 16:00:00,0.69956,0.70186,0.69885,0.70134,3001,12,0
2019-01-03 17:00:00,0.70135,0.70181,0.70087,0.70153,2260,13,0
2019-01-03 18:00:00,0.70152,0.7016,0.70048,0.70083,2268,11,0
2019-01-03 19:00:00,0.70082,0.70113,0.70011,0.70014,1888,10,0
2019-01-03 20:00:00,0.70013,0.70049,0.69987,0.70016,1933,8,0
2019-01-03 21:00:00,0.70016,0.70057,0.70006,0.70044,843,5,0
2019-01-03 22:00:00,0.70037,0.70037,0.69966,0.70025,1085,12,0
2019-01-03 23:00:00,0.70026,0.70129,0.70013,0.70054,923,9,0
2019-01-04 00:00:00,0.70054,0.70069,0.69933,0.69969,1212,11,0
2019-01-04 01:00:00,0.69969,0.70178,0.69931,0.70157,1922,13,0
2019-01-04 02:00:00,0.70157,0.70242,0.70148,0.70211,1775,14,0
2019-01-04 03:00:00,0.70211,0.70291,0.7019,0.7029,1749,13,0
2019-01-04 04:00:00,0.70288,0.7029,0.70178,0.70229,1549,12,0
2019-01-04 05:00:00,0.70228,0.70266,0.7017,0.7019,1602,9,0
2019-01-04 06:00:00,0.70191,0.70211,0.70149,0.70203,1527,10,0
2019-01-04 07:00:00,0.70202,0.70265,0.70193,0.70223,2140,12,0
2019-01-04 08:00:00,0.70221,0.70291,0.70211,0.70288,1959,16,0
2019-01-04 09:00:00,0.70287,0.7053,0.70282,0.70466,2205,13,0
2019-01-04 10:00:00,0.70466,0.70483,0.70396,0.70416,1983,11,0
2019-01-04 11:00:00,0.70415,0.70484,0.70403,0.70426,1941,12,0
2019-01-04 12:00:00,0.70425,0.70468,0.70401,0.70456,2001,12,0
2019-01-04 13:00:00,0.70457,0.70463,0.70254,0.70427,2753,12,0
2019-01-04 14:00:00,0.70428,0.7044,0.70341,0.70383,2566,12,0
2019-01-04 15:00:00,0.70384,0.71041,0.70346,0.71041,3475,12,0
2019-01-04 16:00:00,0.71044,0.71116,0.70935,0.71063,2644,12,0
2019-01-04 17:00:00,0.71061,0.71168,0.70993,0.71095,2124,12,0
2019-01-04 18:00:00,0.71095,0.71206,0.71085,0.71174,2002,12,0
2019-01-04 19:00:00,0.71174,0.71231,0.71133,0.71155,1775,10,0
2019-01-04 20:00:00,0.71155,0.71161,0.71105,0.71148,1615,10,0
2019-01-04 21:00:00,0.71147,0.71216,0.71125,0.71174,864,5,0
2019-01-06 21:00:00,0.7118,0.71209,0.71067,0.71114,1053,70,0
2019-01-06 22:00:00,0.71128,0.71154,0.71072,0.71138,1019,21,0
2019-01-06 23:00:00,0.71142,0.71228,0.71142,0.71228,879,9,0
2019-01-07 00:00:00,0.71229,0.71256,0.71141,0.71141,979,10,0
2019-01-07 01:00:00,0.7114,0.71302,0.7114,0.71288,1977,12,0
2019-01-07 02:00:00,0.71288,0.7135,0.71232,0.71264,1857,13,0
2019-01-07 03:00:00,0.71263,0.71369,0.71211,0.71343,1698,13,0
2019-01-07 04:00:00,0.71343,0.71371,0.71306,0.71311,1631,13,0
2019-01-07 05:00:00,0.71311,0.71344,0.71298,0.71303,1487,9,0
2019-01-07 06:00:00,0.71302,0.71344,0.71249,0.71317,1741,10,0
2019-01-07 07:00:00,0.71319,0.7138,0.71213,0.71357,2140,12,0
2019-01-07 08:00:00,0.71358,0.71408,0.71322,0.71347,1738,16,0
2019-01-07 09:00:00,0.71349,0.71397,0.71272,0.71277,1859,11,0
2019-01-07 10:00:00,0.71279,0.71316,0.71234,0.71256,1885,12,0
2019-01-07 11:00:00,0.71255,0.71276,0.7121,0.71244,1688,11,0
2019-01-07 12:00:00,0.71243,0.7135,0.71239,0.71334,1774,12,0
2019-01-07 13:00:00,0.71335,0.71396,0.71313,0.71339,1729,12,0
2019-01-07 14:00:00,0.71338,0.71382,0.71254,0.71315,1919,12,0
2019-01-07 15:00:00,0.71321,0.71376,0.71222,0.71364,2487,11,0
2019-01-07 16:00:00,0.71361,0.71441,0.71253,0.71424,2191,11,0
2019-01-07 17:00:00,0.71425,0.71462,0.71394,0.71459,1630,12,0
2019-01-07 18:00:00,0.71459,0.71489,0.71404,0.71413,1719,11,0
2019-01-07 19:00:00,0.71413,0.71443,0.71391,0.7142,1296,9,0
2019-01-07 20:00:00,0.7142,0.71471,0.71406,0.71437,1466,9,0
2019-01-07 21:00:00,0.71435,0.71479,0.71416,0.71472,705,4,0
2019-01-07 22:00:00,0.71467,0.71472,0.71413,0.71414,724,11,0
2019-01-07 23:00:00,0.71416,0.71464,0.71398,0.71434,545,8,0
2019-01-08 00:00:00,0.71437,0.71491,0.71368,0.71408,990,9,0
2019-01-08 01:00:00,0.71409,0.71439,0.71318,0.7132,1980,13,0
2019-01-08 02:00:00,0.71324,0.71478,0.71282,0.71418,1973,13,0
2019-01-08 03:00:00,0.71418,0.71436,0.71222,0.71271,1889,13,0
2019-01-08 04:00:00,0.71271,0.71307,0.71215,0.71262,1410,13,0
2019-01-08 05:00:00,0.71263,0.71313,0.7123,0.71232,1518,9,0
2019-01-08 06:00:00,0.71232,0.71305,0.71206,0.7125,1662,9,0
2019-01-08 07:00:00,0.71249,0.71313,0.71157,0.71197,2026,12,0
2019-01-08 08:00:00,0.71195,0.71339,0.71194,0.71328,1876,16,0
2019-01-08 09:00:00,0.71329,0.7138,0.7128,0.71287,2044,12,0
2019-01-08 10:00:00,0.71286,0.71287,0.71217,0.71237,2227,12,0
2019-01-08 11:00:00,0.71237,0.71363,0.71225,0.71363,1893,12,0
2019-01-08 12:00:00,0.71363,0.71455,0.71316,0.71358,2033,12,0
2019-01-08 13:00:00,0.71357,0.71388,0.7127,0.71274,2207,12,0
2019-01-08 14:00:00,0.71274,0.71439,0.71262,0.71375,2197,12,0
2019-01-08 15:00:00,0.71373,0.71397,0.71173,0.71273,2658,12,0
2019-01-08 16:00:00,0.71275,0.71331,0.71253,0.71318,2202,12,0
2019-01-08 17:00:00,0.71318,0.71442,0.71303,0.71433,1884,12,0
2019-01-08 18:00:00,0.71432,0.71452,0.71374,0.71374,1566,12,0
2019-01-08 19:00:00,0.71374,0.71406,0.71358,0.71388,1156,8,0
2019-01-08 20:00:00,0.71388,0.714,0.7135,0.71381,1215,9,0
2019-01-08 21:00:00,0.7138,0.71424,0.71373,0.71397,830,4,0
2019-01-08 22:00:00,0.71392,0.71398,0.71299,0.7137,959,13,0
2019-01-08 23:00:00,0.71372,0.71606,0.71372,0.71606,786,8,0
2019-01-09 00:00:00,0.71626,0.71686,0.71429,0.7146,1541,9,0
2019-01-09 01:00:00,0.71461,0.7162,0.71432,0.71581,2002,13,0
2019-01-09 02:00:00,0.7158,0.7166,0.71525,0.71564,1837,13,0
2019-01-09 03:00:00,0.71564,0.71638,0.71562,0.71609,1413,13,0
2019-01-09 04:00:00,0.71611,0.71611,0.71489,0.71524,1209,12,0
2019-01-09 05:00:00,0.71528,0.71583,0.7151,0.71539,1385,9,0
2019-01-09 06:00:00,0.7154,0.71543,0.71475,0.71477,1366,9,0
2019-01-09 07:00:00,0.71476,0.71589,0.71453,0.7154,1944,12,0
2019-01-09 08:00:00,0.71539,0.71609,0.71526,0.71549,1939,16,0
2019-01-09 09:00:00,0.71549,0.71627,0.71524,0.71569,1938,12,0
2019-01-09 10:00:00,0.71571,0.71634,0.71555,0.71593,1949,12,0
2019-01-09 11:00:00,0.71593,0.71703,0.71591,0.71691,1927,12,0
2019-01-09 12:00:00,0.7169,0.7169,0.71603,0.71648,1651,11,0
2019-01-09 13:00:00,0.71648,0.717,0.71627,0.71683,1816,11,0
2019-01-09 14:00:00,0.71683,0.71845,0.71637,0.71799,2465,12,0
2019-01-09 15:00:00,0.71797,0.7193,0.7156,0.7165,3171,12,0
2019-01-09 16:00:00,0.7165,0.71781,0.71623,0.71719,2478,12,0
2019-01-09 17:00:00,0.71719,0.7179,0.71679,0.71786,1760,11,0
2019-01-09 18:00:00,0.71788,0.71855,0.71756,0.71824,1654,12,0
2019-01-09 19:00:00,0.71824,0.71905,0.71719,0.71794,2457,9,0
2019-01-09 20:00:00,0.71794,0.7187,0.71743,0.71808,1699,9,0
2019-01-09 21:00:00,0.71808,0.71808,0.71689,0.71709,797,5,0
2019-01-09 22:00:00,0.71703,0.7173,0.71673,0.71714,941,14,0
2019-01-09 23:00:00,0.71722,0.71755,0.71679,0.71744,558,10,0
2019-01-10 00:00:00,0.71744,0.7179,0.71689,0.71702,988,12,0
2019-01-10 01:00:00,0.71702,0.71721,0.71454,0.71607,2100,13,0
2019-01-10 02:00:00,0.71607,0.71638,0.71531,0.71605,1619,12,0
2019-01-10 03:00:00,0.71604,0.71863,0.71603,0.71858,1854,12,0
2019-01-10 04:00:00,0.71857,0.71864,0.71796,0.71832,1375,13,0
2019-01-10 05:00:00,0.71833,0.71897,0.7181,0.71891,1433,9,0
2019-01-10 06:00:00,0.71891,0.71906,0.7182,0.71873,1430,9,0
2019-01-10 07:00:00,0.7187,0.71887,0.71716,0.7172,2133,12,0
2019-01-10 08:00:00,0.71719,0.71837,0.71703,0.71748,2006,16,0
2019-01-10 09:00:00,0.71748,0.71843,0.71737,0.7182,1848,12,0
2019-01-10 10:00:00,0.71819,0.71883,0.71782,0.71847,1904,11,0
2019-01-10 11:00:00,0.71847,0.71894,0.71836,0.7186,1821,12,0
2019-01-10 12:00:00,0.71859,0.71906,0.71843,0.7189,1783,11,0
2019-01-10 13:00:00,0.71891,0.71966,0.71813,0.71821,2003,12,0
2019-01-10 14:00:00,0.71822,0.7187,0.71778,0.71832,2025,12,0
2019-01-10 15:00:00,0.71832,0.71911,0.71781,0.71905,2166,11,0
2019-01-10 16:00:00,0.71907,0.71935,0.71858,0.71885,1901,11,0
2019-01-10 17:00:00,0.71884,0.71898,0.71822,0.7184,1863,12,0
2019-01-10 18:00:00,0.7184,0.71865,0.71717,0.71779,2144,13,0
2019-01-10 19:00:00,0.7178,0.71855,0.7178,0.71822,1404,9,0
2019-01-10 20:00:00,0.71819,0.71853,0.71796,0.71828,1084,9,0
2019-01-10 21:00:00,0.71828,0.7189,0.71812,0.71854,862,5,0
2019-01-10 22:00:00,0.7185,0.71856,0.71809,0.7182,872,12,0
2019-01-10 23:00:00,0.71822,0.7186,0.71818,0.71857,511,10,0
2019-01-11 00:00:00,0.71861,0.72035,0.71861,0.71906,1267,12,0
2019-01-11 01:00:00,0.71907,0.7198,0.71815,0.71918,1909,13,0
2019-01-11 02:00:00,0.71918,0.71971,0.7187,0.71953,1669,12,0
2019-01-11 03:00:00,0.71953,0.7205,0.71934,0.7204,1417,12,0
2019-01-11 04:00:00,0.7204,0.72189,0.71992,0.72177,1504,13,0
2019-01-11 05:00:00,0.72178,0.72181,0.72094,0.72119,1482,9,0
2019-01-11 06:00:00,0.72118,0.72161,0.721,0.72107,1487,8,0
2019-01-11 07:00:00,0.72106,0.72154,0.7206,0.72131,1791,12,0
2019-01-11 08:00:00,0.7213,0.72168,0.72083,0.72155,1839,16,0
2019-01-11 09:00:00,0.72154,0.72246,0.72132,0.72176,1727,12,0
2019-01-11 10:00:00,0.72175,0.7234,0.7217,0.72305,1958,11,0
2019-01-11 11:00:00,0.72305,0.72329,0.72238,0.72268,1877,11,0
2019-01-11 12:00:00,0.72268,0.72333,0.72168,0.72199,1786,12,0
2019-01-11 13:00:00,0.72198,0.72263,0.72097,0.72142,2419,11,0
2019-01-11 14:00:00,0.7214,0.72158,0.7183,0.71893,2705,12,0
2019-01-11 15:00:00,0.71894,0.71997,0.71883,0.71997,2281,12,0
2019-01-11 16:00:00,0.71997,0.72051,0.71955,0.72027,1816,12,0
2019-01-11 17:00:00,0.72028,0.72099,0.72026,0.72065,1639,12,0
2019-01-11 18:00:00,0.72065,0.72076,0.72022,0.72045,1248,13,0
2019-01-11 19:00:00,0.72044,0.72067,0.72026,0.7206,1038,9,0
2019-01-11 20:00:00,0.72061,0.72061,0.72009,0.72029,1366,10,0
2019-01-11 21:00:00,0.72029,0.7215,0.72026,0.72146,957,8,0
2019-01-13 21:00:00,0.72047,0.72104,0.72016,0.72064,903,50,0
2019-01-13 22:00:00,0.72097,0.72097,0.72054,0.72086,774,17,0
2019-01-13 23:00:00,0.72088,0.72097,0.72006,0.72007,684,9,0
2019-01-14 00:00:00,0.72008,0.7212,0.71996,0.72098,711,11,0
2019-01-14 01:00:00,0.72096,0.72169,0.72089,0.72095,1489,12,0
2019-01-14 02:00:00,0.72093,0.72113,0.71916,0.71935,1420,12,0
2019-01-14 03:00:00,0.71933,0.71934,0.7179,0.71868,1667,12,0
2019-01-14 04:00:00,0.71868,0.71888,0.71831,0.71834,1040,12,0
2019-01-14 05:00:00,0.71835,0.71875,0.71811,0.71839,989,9,0
2019-01-14 06:00:00,0.7184,0.71869,0.71751,0.71818,1451,9,0
2019-01-14 07:00:00,0.71818,0.71881,0.71757,0.71857,2048,12,0
2019-01-14 08:00:00,0.71856,0.71941,0.71841,0.71914,1620,15,0
2019-01-14 09:00:00,0.71914,0.71959,0.71855,0.71858,1632,11,0
2019-01-14 10:00:00,0.71859,0.71957,0.71808,0.71904,2046,11,0
2019-01-14 11:00:00,0.71905,0.71995,0.71876,0.71944,2141,11,0
2019-01-14 12:00:00,0.71945,0.71961,0.71902,0.71918,1874,12,0
2019-01-14 13:00:00,0.71919,0.71989,0.71882,0.71945,1777,11,0
2019-01-14 14:00:00,0.71944,0.7198,0.71893,0.71953,1830,11,0
2019-01-14 15:00:00,0.71952,0.72091,0.71943,0.72044,2036,12,0
2019-01-14 16:00:00,0.72043,0.72046,0.71943,0.71974,1839,12,0
2019-01-14 17:00:00,0.71974,0.72055,0.71963,0.72034,1335,12,0
2019-01-14 18:00:00,0.72034,0.72059,0.72006,0.72018,1045,12,0
2019-01-14 19:00:00,0.72019,0.72026,0.71976,0.71977,1143,9,0
2019-01-14 20:00:00,0.71977,0.7199,0.71946,0.71973,965,3,0
2019-01-14 21:00:00,0.71972,0.71988,0.71958,0.71963,299,4,0
2019-01-14 22:00:00,0.71959,0.71966,0.71893,0.71901,1222,17,0
2019-01-14 23:00:00,0.71905,0.71997,0.71905,0.71988,566,9,0
2019-01-15 00:00:00,0.71989,0.72098,0.71989,0.72065,868,10,0
2019-01-15 01:00:00,0.72066,0.7221,0.72041,0.72137,1740,12,0
2019-01-15 02:00:00,0.72136,0.72182,0.72073,0.72109,1316,12,0
2019-01-15 03:00:00,0.72111,0.72163,0.72096,0.72119,1277,12,0
2019-01-15 04:00:00,0.72119,0.72128,0.72064,0.72111,978,12,0
2019-01-15 05:00:00,0.72111,0.72185,0.72098,0.72182,1279,9,0
2019-01-15 06:00:00,0.72183,0.72183,0.72096,0.72161,1383,9,0
2019-01-15 07:00:00,0.72162,0.72215,0.7212,0.72161,1810,12,0
