time,open,high,low,close,tick_volume
2021-04-12 11:00:00,2137.75,2152.62,2132.16,2149.7,25408.276
2021-04-12 12:00:00,2149.69,2156.63,2140.95,2155.35,21810.28104
2021-04-12 13:00:00,2155.35,2161.38,2147.9,2150.05,19989.71044
2021-04-12 14:00:00,2150.22,2151.73,2128.76,2129.76,26830.29346
2021-04-12 15:00:00,2129.76,2137.42,2115.85,2121.74,29806.28742
2021-04-12 16:00:00,2121.74,2136.67,2102.0,2128.67,40875.86625
2021-04-12 17:00:00,2128.67,2131.91,2118.65,2120.38,17697.6478
2021-04-12 18:00:00,2120.38,2140.0,2115.0,2139.15,16925.31473
2021-04-12 19:00:00,2139.15,2145.34,2134.07,2142.31,13747.64854
2021-04-12 20:00:00,2142.35,2151.21,2136.65,2147.54,17498.05713
2021-04-12 21:00:00,2147.54,2150.35,2138.19,2146.12,11695.1373
2021-04-12 22:00:00,2146.38,2152.0,2139.93,2149.73,14627.09036
2021-04-12 23:00:00,2149.73,2150.68,2136.77,2137.69,12322.22724
2021-04-13 00:00:00,2137.86,2160.64,2135.53,2158.83,20383.2967
2021-04-13 01:00:00,2158.82,2172.79,2149.16,2165.45,19657.03554
2021-04-13 02:00:00,2165.59,2171.0,2161.6,2167.85,18189.0842
2021-04-13 03:00:00,2167.85,2175.51,2162.21,2163.35,21525.87879
2021-04-13 04:00:00,2163.37,2172.36,2158.62,2163.56,20259.82265
2021-04-13 05:00:00,2163.56,2170.0,2159.39,2163.53,16100.38151
2021-04-13 06:00:00,2163.75,2191.85,2152.03,2158.34,41983.3335
2021-04-13 07:00:00,2158.41,2171.74,2150.01,2163.84,26473.94561
2021-04-13 08:00:00,2163.9,2220.9,2163.9,2220.07,81206.99746
2021-04-13 09:00:00,2220.3,2223.06,2195.01,2216.05,43264.07761
2021-04-13 10:00:00,2216.05,2221.68,2206.0,2212.54,40261.99761
2021-04-13 11:00:00,2212.53,2230.0,2209.14,2229.17,29176.72789
2021-04-13 12:00:00,2229.16,2232.55,2218.0,2227.31,30026.1841
2021-04-13 13:00:00,2227.31,2231.55,2219.0,2227.37,30648.87808
2021-04-13 14:00:00,2227.37,2265.71,2223.07,2261.66,38251.07953
2021-04-13 15:00:00,2261.66,2277.0,2243.0,2275.7,48941.8581
2021-04-13 16:00:00,2275.69,2294.19,2266.1,2271.61,47724.01787
2021-04-13 17:00:00,2271.6,2312.96,2268.76,2310.05,49024.64241
2021-04-13 18:00:00,2310.05,2318.0,2250.0,2264.42,47717.35237
2021-04-13 19:00:00,2264.64,2304.0,2263.8,2297.38,32739.15069
2021-04-13 20:00:00,2297.38,2307.8,2283.51,2301.35,21018.7669
